순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
6,6,-1,OLD,20227979,보통의 가족,2024-10-16,39382300,3.1,1369540,3.6,5809949410,4315,77,1.8,624988,438,647,20241108,2024-11
7,7,0,OLD,20232949,대도시의 사랑법,2024-10-01,40538300,3.2,10698350,35.9,7989724050,4149,969,30.5,846161,370,564,20241108,2024-11
8,8,1,OLD,20244912,아노라,2024-11-06,28645400,2.3,7307700,34.2,123374000,2905,602,26.1,11701,307,472,20241108,2024-11
9,9,2,OLD,20190280,날씨의 아이,2019-10-30,20482760,1.6,5217160,34.2,7037815852,2023,453,28.9,841545,209,262,20241108,2024-11
10,10,-2,OLD,20234114,괴물,2023-11-29,16945100,1.4,-14008600,-45.3,5352261687,1651,-1461,-46.9,543396,77,115,20241108,2024-11
1,1,1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,726912900,28.7,406882870,127.1,14914188818,73589,40943,125.4,1518929,1132,4123,20241109,2024-11
2,2,-1,OLD,20233261,청설,2024-11-06,680448620,26.9,363745080,114.9,1663638260,69605,36065,107.5,174173,1060,4446,20241109,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,298730420,11.8,121287470,68.4,4442231180,31380,11820,60.4,498633,767,2427,20241109,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,127427800,5.0,58623560,85.2,340786320,12415,5635,83.1,33941,593,1090,20241109,2024-11
5,5,9,OLD,20248492,와일드 로봇,2024-10-01,63171320,2.5,53649820,563.5,5849437955,6790,5565,454.3,644534,330,459,20241109,2024-11
6,6,0,OLD,20227979,보통의 가족,2024-10-16,63264500,2.5,23882200,60.6,5873213910,6694,2379,55.1,631682,445,643,20241109,2024-11
7,7,0,OLD,20232949,대도시의 사랑법,2024-10-01,64189250,2.5,23650950,58.3,8053913300,6588,2439,58.8,852749,403,599,20241109,2024-11
8,8,0,OLD,20244912,아노라,2024-11-06,55038720,2.2,26393320,92.1,178412720,5315,2410,83.0,17016,314,448,20241109,2024-11
9,9,3,OLD,20242170,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,41697500,1.6,30709400,279.5,59563500,5287,3768,248.1,7961,311,406,20241109,2024-11
10,10,-1,OLD,20190280,날씨의 아이,2019-10-30,44801820,1.8,24319060,118.7,7082617672,4465,2442,120.7,846010,266,354,20241109,2024-11
1,1,1,OLD,20233261,청설,2024-11-06,640506020,27.9,-39942600,-5.9,2304144280,65401,-4204,-6.0,239574,1060,4293,20241110,2024-11
2,2,-1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,606620240,26.4,-120292660,-16.5,15520809058,61553,-12036,-16.4,1580482,1104,3971,20241110,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,268084860,11.7,-30645560,-10.3,4710316040,28178,-3202,-10.2,526811,752,2302,20241110,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,112461120,4.9,-14966680,-11.7,453247440,11013,-1402,-11.3,44954,598,1059,20241110,2024-11
5,5,0,OLD,20248492,와일드 로봇,2024-10-01,76432600,3.3,13261280,21.0,5925870555,8275,1485,21.9,652809,326,458,20241110,2024-11
6,6,0,OLD,20227979,보통의 가족,2024-10-16,57959000,2.5,-5305500,-8.4,5931172910,6129,-565,-8.4,637811,429,624,20241110,2024-11
7,7,0,OLD,20232949,대도시의 사랑법,2024-10-01,59843650,2.6,-4345600,-6.8,8113756950,6091,-497,-7.5,858840,412,592,20241110,2024-11
8,8,1,OLD,20242170,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,46021500,2.0,4324000,10.4,105585000,5813,526,9.9,13774,323,420,20241110,2024-11
9,9,-1,OLD,20244912,아노라,2024-11-06,50759800,2.2,-4278920,-7.8,229172520,5139,-176,-3.3,22155,314,443,20241110,2024-11
10,10,0,OLD,20190280,날씨의 아이,2019-10-30,45332600,2.0,530780,1.2,7127950272,4503,38,0.9,850513,260,350,20241110,2024-11
1,1,0,OLD,20233261,청설,2024-11-06,217114700,29.8,-423391320,-66.1,2521258980,23293,-42108,-64.4,262867,982,3635,20241111,2024-11
2,2,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,144847500,19.9,-461772740,-76.1,15665656558,14766,-46787,-76.0,1595248,915,2867,20241111,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,81858900,11.2,-186225960,-69.5,4792174940,9176,-19002,-67.4,535987,639,1658,20241111,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,36471340,5.0,-75989780,-67.6,489718780,3682,-7331,-66.6,48636,475,792,20241111,2024-11
5,5,1,OLD,20227979,보통의 가족,2024-10-16,31693460,4.3,-26265540,-45.3,5962866370,3618,-2511,-41.0,641429,391,575,20241111,2024-11
6,6,3,OLD,20244912,아노라,2024-11-06,29957900,4.1,-20801900,-41.0,259130420,3142,-1997,-38.9,25297,301,454,20241111,2024-11
7,7,0,OLD,20232949,대도시의 사랑법,2024-10-01,25323100,3.5,-34520550,-57.7,8139080050,2649,-3442,-56.5,861489,362,527,20241111,2024-11
8,8,5,OLD,20247574,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,12209200,1.7,-16004400,-56.7,143560800,1638,-1145,-41.1,15308,181,318,20241111,2024-11
9,9,2,OLD,20245121,데드라인,2024-11-06,12969400,1.8,-20930000,-61.7,190718000,1424,-2190,-60.6,25980,165,296,20241111,2024-11
10,10,18,OLD,20236228,오후 네시,2024-10-23,10474900,1.4,6495200,163.2,304839600,1247,781,167.6,36138,37,45,20241111,2024-11
1,1,0,OLD,20233261,청설,2024-11-06,209989300,28.1,-7125400,-3.3,2731248280,23159,-134,-0.6,286026,1018,3594,20241112,2024-11
2,2,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,126282360,16.9,-18565140,-12.8,15791938918,12909,-1857,-12.6,1608157,902,2719,20241112,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,85623820,11.5,3764920,4.6,4877798760,9879,703,7.7,545866,640,1563,20241112,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,35615300,4.8,-856040,-2.3,525334080,3824,142,3.9,52460,478,785,20241112,2024-11
5,5,1,OLD,20244912,아노라,2024-11-06,27620300,3.7,-2337600,-7.8,286750720,2976,-166,-5.3,28273,307,456,20241112,2024-11
6,6,1,OLD,20232949,대도시의 사랑법,2024-10-01,24029100,3.2,-1294000,-5.1,8163109150,2525,-124,-4.7,864014,373,537,20241112,2024-11
7,7,-2,OLD,20227979,보통의 가족,2024-10-16,21631000,2.9,-10062460,-31.7,5984497370,2317,-1301,-36.0,643746,380,532,20241112,2024-11
8,8,0,OLD,20247574,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,15385900,2.1,3176700,26.0,158946700,2252,614,37.5,17560,193,342,20241112,2024-11
9,9,0,NEW,20242248,글래디에이터 Ⅱ,2024-11-13,19796000,2.6,19796000,100.0,54260000,1574,1574,100.0,3718,11,11,20241112,2024-11
10,10,0,NEW,20190353,사흘,2024-11-14,12051000,1.6,12051000,100.0,13977000,1339,1339,100.0,1553,6,7,20241112,2024-11
1,1,8,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,696128340,44.8,676332340,3416.5,750388340,72025,70451,4475.9,75743,1769,6252,20241113,2024-11
2,2,-1,OLD,20233261,청설,2024-11-06,300950670,19.4,90961370,43.3,3032198950,32632,9473,40.9,318658,810,2503,20241113,2024-11
3,3,-1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,131103950,8.4,4821590,3.8,15923042868,13842,933,7.2,1621999,682,1818,20241113,2024-11
4,4,-1,OLD,20233057,아마존 활명수,2024-10-30,57477000,3.7,-28146820,-32.9,4935275760,6829,-3050,-30.9,552695,493,732,20241113,2024-11
5,5,44,OLD,20241180,"괜찮아, 앨리스",2024-11-13,55674200,3.6,54855200,6697.8,94394200,6229,6138,6745.1,10487,99,107,20241113,2024-11
6,6,0,NEW,20179281,컨택트,2017-02-02,38292360,2.5,38292360,100.0,5252843881,4221,4221,100.0,638371,78,155,20241113,2024-11
7,7,0,NEW,20240774,4월이 되면 그녀는,2024-11-13,21467100,1.4,21467100,100.0,27798100,3720,3720,100.0,4376,122,255,20241113,2024-11
8,8,41,OLD,20243696,연소일기,2024-11-13,30380920,2.0,29561920,3609.5,104990920,3633,3542,3892.3,11898,288,408,20241113,2024-11
9,9,0,NEW,20225184,히든페이스,2024-11-20,30420000,2.0,30420000,100.0,30868000,3380,3380,100.0,3412,17,17,20241113,2024-11
10,10,11,OLD,20245399,4분 44초,2024-11-01,5760000,0.4,3740000,185.1,172838000,1440,935,185.1,43216,167,240,20241113,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,463968800,28.0,-232159540,-33.4,1214357140,48582,-23443,-32.5,124325,1522,5145,20241114,2024-11
2,2,78,OLD,20190353,사흘,2024-11-14,415906100,25.1,415676100,180728.7,430113100,45957,45927,153090.0,47540,836,3328,20241114,2024-11
3,3,-1,OLD,20233261,청설,2024-11-06,290404710,17.5,-10545960,-3.5,3322603660,32487,-145,-0.4,351145,824,2217,20241114,2024-11
4,4,-1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,120532850,7.3,-10571100,-8.1,16043575718,13197,-645,-4.7,1635196,655,1422,20241114,2024-11
5,5,-1,OLD,20233057,아마존 활명수,2024-10-30,59397900,3.6,1920900,3.3,4994673660,7402,573,8.4,560097,444,563,20241114,2024-11
6,6,3,OLD,20225184,히든페이스,2024-11-20,33426000,2.0,3006000,9.9,64294000,3714,334,9.9,7126,22,22,20241114,2024-11
7,7,0,NEW,20245781,극장판 오버로드 성왕국편,2024-11-14,19515160,1.2,19515160,100.0,19515160,2040,2040,100.0,2040,78,115,20241114,2024-11
8,8,-1,OLD,20240774,4월이 되면 그녀는,2024-11-13,12057000,0.7,-9410100,-43.8,39855100,1894,-1826,-49.1,6270,128,243,20241114,2024-11
9,9,-1,OLD,20243696,연소일기,2024-11-13,15667100,0.9,-14713820,-48.4,120658020,1842,-1791,-49.3,13740,266,339,20241114,2024-11
10,10,4,OLD,20234114,괴물,2023-11-29,21659500,1.3,9585900,79.4,5441507987,1789,574,47.2,551835,53,67,20241114,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,639594540,35.8,175625740,37.9,1853951680,63058,14476,29.8,187383,1561,5604,20241115,2024-11
2,2,1,OLD,20233261,청설,2024-11-06,353066490,19.8,62661780,21.6,3675670150,38239,5752,17.7,389384,907,2567,20241115,2024-11
3,3,-1,OLD,20190353,사흘,2024-11-14,292582420,16.4,-123323680,-29.7,722695520,31032,-14925,-32.5,78572,796,2963,20241115,2024-11
4,4,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,152765600,8.6,32232750,26.7,16196341318,16211,3014,22.8,1651407,664,1486,20241115,2024-11
5,5,0,OLD,20233057,아마존 활명수,2024-10-30,49810500,2.8,-9587400,-16.1,5044484160,5797,-1605,-21.7,565894,423,574,20241115,2024-11
6,6,0,OLD,20225184,히든페이스,2024-11-20,23186000,1.3,-10240000,-30.6,87480000,2600,-1114,-30.0,9726,13,13,20241115,2024-11
7,7,2,OLD,20243696,연소일기,2024-11-13,19048300,1.1,3381200,21.6,139706320,2181,339,18.4,15921,247,309,20241115,2024-11
8,8,7,OLD,20190280,날씨의 아이,2019-10-30,16461000,0.9,5193600,46.1,7190155672,1782,568,46.8,857053,102,119,20241115,2024-11
9,9,2,OLD,20179281,컨택트,2017-02-02,16722860,0.9,733330,4.6,5285556271,1755,-21,-1.2,641902,81,130,20241115,2024-11
10,10,-2,OLD,20240774,4월이 되면 그녀는,2024-11-13,11225500,0.6,-831500,-6.9,51080600,1739,-155,-8.2,8009,131,235,20241115,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,1345427640,41.6,705833100,110.4,3199379320,132337,69279,109.9,319720,1542,5892,20241116,2024-11
2,2,0,OLD,20233261,청설,2024-11-06,652257870,20.2,299191380,84.7,4327928020,68430,30191,79.0,457814,943,3034,20241116,2024-11
3,3,0,OLD,20190353,사흘,2024-11-14,387009520,12.0,94427100,32.3,1109705040,39956,8924,28.8,118528,767,2832,20241116,2024-11
4,4,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,291627670,9.0,138862070,90.9,16487968988,30096,13885,85.7,1681503,674,1603,20241116,2024-11
5,5,0,OLD,20233057,아마존 활명수,2024-10-30,75839700,2.3,26029200,52.3,5120323860,8180,2383,41.1,574074,498,721,20241116,2024-11
6,6,9,OLD,20248492,와일드 로봇,2024-10-01,51662180,1.6,43368980,522.9,6022116835,5504,4487,441.2,663738,235,288,20241116,2024-11
7,7,2,OLD,20179281,컨택트,2017-02-02,40046120,1.2,23323260,139.5,5325602391,3603,1848,105.3,645505,93,150,20241116,2024-11
8,8,4,OLD,20232949,대도시의 사랑법,2024-10-01,21980600,0.7,6393540,41.0,8224858510,2308,615,36.3,870603,134,166,20241116,2024-11
9,9,2,OLD,20245121,데드라인,2024-11-06,15651000,0.5,5490800,54.0,245753700,2278,551,31.9,33621,103,119,20241116,2024-11
10,10,12,OLD,20242170,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,19752000,0.6,15040500,319.2,148457300,2259,1594,239.7,19376,172,215,20241116,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,1238333880,42.4,-107093760,-8.0,4437713200,123151,-9186,-6.9,442871,1544,5684,20241117,2024-11
2,2,0,OLD,20233261,청설,2024-11-06,633731280,21.7,-18526590,-2.8,4961659300,66086,-2344,-3.4,523900,948,3020,20241117,2024-11
3,3,0,OLD,20190353,사흘,2024-11-14,308621680,10.6,-78387840,-20.3,1418326720,31892,-8064,-20.2,150420,752,2576,20241117,2024-11
4,4,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,260666500,8.9,-30961170,-10.6,16748635488,27070,-3026,-10.1,1708573,684,1599,20241117,2024-11
5,5,0,OLD,20233057,아마존 활명수,2024-10-30,65289220,2.2,-10550480,-13.9,5185613080,6821,-1359,-16.6,580895,481,683,20241117,2024-11
6,6,0,OLD,20248492,와일드 로봇,2024-10-01,60294810,2.1,8632630,16.7,6082411645,6563,1059,19.2,670301,228,285,20241117,2024-11
7,7,0,OLD,20179281,컨택트,2017-02-02,34738400,1.2,-5307720,-13.3,5360340791,3147,-456,-12.7,648652,92,147,20241117,2024-11
8,8,2,OLD,20242170,빌리와 용감한 녀석들: 스노우 베어 구조대,2024-11-07,21661400,0.7,1909400,9.7,170118700,2451,192,8.5,21827,173,219,20241117,2024-11
9,9,-1,OLD,20232949,대도시의 사랑법,2024-10-01,21978100,0.8,-2500,0.0,8246836610,2306,-2,-0.1,872909,130,164,20241117,2024-11
10,10,1,OLD,20190280,날씨의 아이,2019-10-30,19958000,0.7,-901400,-4.3,7230973072,2092,-83,-3.8,861320,113,130,20241117,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,508470600,46.2,-729863280,-58.9,4946183800,51195,-71956,-58.4,494066,1478,4945,20241118,2024-11
2,2,0,OLD,20233261,청설,2024-11-06,221703560,20.1,-412027720,-65.0,5183362860,25054,-41032,-62.1,548954,840,2612,20241118,2024-11
3,3,0,OLD,20190353,사흘,2024-11-14,104599720,9.5,-204021960,-66.1,1522926440,11214,-20678,-64.8,161634,659,1997,20241118,2024-11
4,4,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,74722720,6.8,-185943780,-71.3,16823358208,8038,-19032,-70.3,1716611,586,1309,20241118,2024-11
5,5,0,OLD,20233057,아마존 활명수,2024-10-30,30189100,2.7,-35100120,-53.8,5215802180,3667,-3154,-46.2,584562,362,481,20241118,2024-11
6,6,3,OLD,20232949,대도시의 사랑법,2024-10-01,10771600,1.0,-11206500,-51.0,8257608210,1198,-1108,-48.0,874107,123,152,20241118,2024-11
7,7,3,OLD,20190280,날씨의 아이,2019-10-30,9418600,0.9,-10539400,-52.8,7240391672,1121,-971,-46.4,862441,100,111,20241118,2024-11
8,8,-1,OLD,20179281,컨택트,2017-02-02,9052460,0.8,-25685940,-73.9,5369393251,1018,-2129,-67.7,649670,91,137,20241118,2024-11
9,9,24,OLD,20233218,6시간 후 너는 죽는다,2024-10-16,4820500,0.4,3069000,175.2,513391100,952,623,189.4,50512,11,13,20241118,2024-11
10,10,2,OLD,20245121,데드라인,2024-11-06,5978000,0.5,-7593400,-56.0,265303100,904,-1131,-55.6,36560,81,104,20241118,2024-11
1,1,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,361584520,38.0,-146886080,-28.9,5307768320,37332,-13863,-27.1,531398,1458,4864,20241119,2024-11
2,2,0,OLD,20233261,청설,2024-11-06,213027310,22.4,-8676250,-3.9,5396390170,24521,-533,-2.1,573475,854,2615,20241119,2024-11
3,3,0,OLD,20190353,사흘,2024-11-14,90866000,9.5,-13733720,-13.1,1613792440,9927,-1287,-11.5,171561,641,1920,20241119,2024-11
4,4,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,71462800,7.5,-3259920,-4.4,16894821008,7880,-158,-2.0,1724491,587,1242,20241119,2024-11
5,5,0,OLD,20233057,아마존 활명수,2024-10-30,28122900,3.0,-2066200,-6.8,5243925080,3355,-312,-8.5,587917,365,504,20241119,2024-11
6,6,7,OLD,20243696,연소일기,2024-11-13,11547200,1.2,5441000,89.1,187942120,1363,657,93.1,21433,226,266,20241119,2024-11
7,7,0,OLD,20190280,날씨의 아이,2019-10-30,11548700,1.2,2130100,22.6,7251940372,1289,168,15.0,863730,104,119,20241119,2024-11
8,8,-2,OLD,20232949,대도시의 사랑법,2024-10-01,11544700,1.2,773100,7.2,8269152910,1276,78,6.5,875383,120,157,20241119,2024-11
9,9,15,OLD,20225184,히든페이스,2024-11-20,11079000,1.2,7929000,251.7,101709000,1231,881,251.7,11307,8,9,20241119,2024-11
10,10,-2,OLD,20179281,컨택트,2017-02-02,8118800,0.9,-933660,-10.3,5377512051,906,-112,-11.0,650576,87,135,20241119,2024-11
1,1,0,NEW,20247693,위키드,2024-11-20,830061430,39.4,830061430,100.0,848931430,84925,84925,100.0,86181,1663,5327,20241120,2024-11
2,2,7,OLD,20225184,히든페이스,2024-11-20,441896760,21.0,430817760,3888.6,543605760,48075,46844,3805.4,59382,834,2569,20241120,2024-11
3,3,-2,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,259171280,12.3,-102413240,-28.3,5566939600,28029,-9303,-24.9,559427,802,2077,20241120,2024-11
4,4,-2,OLD,20233261,청설,2024-11-06,191317420,9.1,-21709890,-10.2,5587707590,21065,-3456,-14.1,594540,701,1584,20241120,2024-11
5,5,0,NEW,20245801,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,88670700,4.2,88670700,100.0,105480700,10077,10077,100.0,11454,170,290,20241120,2024-11
6,6,-3,OLD,20190353,사흘,2024-11-14,52985300,2.5,-37880700,-41.7,1666777740,6011,-3916,-39.4,177572,469,659,20241120,2024-11
7,7,-3,OLD,20240941,베놈: 라스트 댄스,2024-10-23,29174120,1.4,-42288680,-59.2,16923995128,3317,-4563,-57.9,1727808,318,402,20241120,2024-11
8,8,-3,OLD,20233057,아마존 활명수,2024-10-30,19643100,0.9,-8479800,-30.2,5263568180,2489,-866,-25.8,590406,106,117,20241120,2024-11
9,9,0,NEW,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,14521800,0.7,14521800,100.0,12012245309,1695,1695,100.0,1185368,31,33,20241120,2024-11
10,10,0,NEW,20150942,캐롤,2016-02-04,12940400,0.6,12940400,100.0,2969935035,1408,1408,100.0,359086,78,103,20241120,2024-11
1,1,0,OLD,20247693,위키드,2024-11-20,636010270,36.8,-194051160,-23.4,1484941700,63398,-21527,-25.3,149579,1655,5143,20241121,2024-11
2,2,0,OLD,20225184,히든페이스,2024-11-20,380740100,22.0,-61156660,-13.8,924345860,41524,-6551,-13.6,100906,859,2594,20241121,2024-11
3,3,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,241494340,14.0,-17676940,-6.8,5808433940,26090,-1939,-6.9,585517,824,2094,20241121,2024-11
4,4,0,OLD,20233261,청설,2024-11-06,154285400,8.9,-37032020,-19.4,5741992990,17337,-3728,-17.7,611877,704,1606,20241121,2024-11
5,5,0,OLD,20245801,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,40417900,2.3,-48252800,-54.4,145898600,4361,-5716,-56.7,15815,159,250,20241121,2024-11
6,6,1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,30853840,1.8,1679720,5.8,16954848968,3454,137,4.1,1731262,324,409,20241121,2024-11
7,7,-1,OLD,20190353,사흘,2024-11-14,28616300,1.7,-24369000,-46.0,1695394040,3194,-2817,-46.9,180766,406,523,20241121,2024-11
8,8,0,OLD,20233057,아마존 활명수,2024-10-30,23472300,1.4,3829200,19.5,5287040480,2955,466,18.7,593361,119,135,20241121,2024-11
9,9,0,NEW,20247017,대가족,2024-12-11,18436000,1.1,18436000,100.0,24183000,2524,2524,100.0,3345,12,16,20241121,2024-11
10,10,-1,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,14165500,0.8,-356300,-2.5,12026410809,1639,-56,-3.3,1187007,34,41,20241121,2024-11
1,1,0,OLD,20247693,위키드,2024-11-20,929122170,40.1,293111900,46.1,2414063870,90844,27446,43.3,240423,1729,5555,20241122,2024-11
2,2,0,OLD,20225184,히든페이스,2024-11-20,548392740,23.7,167652640,44.0,1472738600,57320,15796,38.0,158226,942,2914,20241122,2024-11
3,3,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,300155200,13.0,58660860,24.3,6108589140,31135,5045,19.3,616652,834,2173,20241122,2024-11
4,4,0,OLD,20233261,청설,2024-11-06,203735760,8.8,49450360,32.1,5945728750,22045,4708,27.2,633922,704,1661,20241122,2024-11
5,5,1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,38544200,1.7,7690360,24.9,16993393168,4227,773,22.4,1735489,296,382,20241122,2024-11
6,6,-1,OLD,20245801,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,42275200,1.8,1857300,4.6,188173800,4184,-177,-4.1,19999,169,260,20241122,2024-11
7,7,0,OLD,20190353,사흘,2024-11-14,38622000,1.7,10005700,35.0,1734016040,4079,885,27.7,184845,409,530,20241122,2024-11
8,8,2,OLD,20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,19926400,0.9,5760900,40.7,12046337209,2329,690,42.1,1189336,44,59,20241122,2024-11
9,9,-1,OLD,20233057,아마존 활명수,2024-10-30,15009700,0.6,-8462600,-36.1,5302050180,2224,-731,-24.7,595585,99,114,20241122,2024-11
10,10,7,OLD,20150942,캐롤,2016-02-04,15578800,0.7,9808900,170.0,2991283735,1614,993,159.9,361321,62,73,20241122,2024-11
1,1,0,OLD,20247693,위키드,2024-11-20,2155286410,46.5,1226164240,132.0,4569350280,214829,123985,136.5,455252,1803,6325,20241123,2024-11
2,2,0,OLD,20225184,히든페이스,2024-11-20,996386440,21.5,447993700,81.7,2469125040,103285,45965,80.2,261511,1072,3253,20241123,2024-11
3,3,0,OLD,20242248,글래디에이터 Ⅱ,2024-11-13,568489010,12.3,268333810,89.4,6677078150,59066,27931,89.7,675718,832,2203,20241123,2024-11
4,4,0,OLD,20233261,청설,2024-11-06,352436030,7.6,148700270,73.0,6298164780,36309,14264,64.7,670231,694,1652,20241123,2024-11
5,5,1,OLD,20245801,나의 히어로 아카데미아 더 무비: 유어 넥스트,2024-11-20,143579400,3.1,101304200,239.6,331753200,14610,10426,249.2,34609,177,294,20241123,2024-11
