순번,순위,순위증감,신규진입,영화코드,영화명,개봉일,당일매출액,매출비율,매출증감,매출변화율,누적매출액,당일관객수,관객증감,관객변화율,누적관객수,상영관수,상영횟수,날짜,년월
9,9,5,OLD,20242794,임영웅│아임 히어로 더 스타디움,2024-08-28,46490000,6.1,-49766000,-51.7,9847772500,1435,-1522,-51.5,347724,48,97,20241021,2024-10
10,10,2,OLD,20249434,조커: 폴리 아 되,2024-10-01,11860800,1.6,-18736530,-61.2,6335425800,1214,-1837,-60.2,607550,252,295,20241021,2024-10
1,1,0,OLD,20227979,보통의 가족,2024-10-16,270708210,27.2,44894120,19.9,3245034180,29786,5273,21.5,344022,1019,3661,20241022,2024-10
2,2,1,OLD,20239670,베테랑2,2024-09-13,106750210,10.7,25594160,31.5,71842441854,11133,2642,31.1,7461182,716,1800,20241022,2024-10
3,3,-1,OLD,20232949,대도시의 사랑법,2024-10-01,100932300,10.1,4870800,5.1,6279495810,10805,598,5.9,659251,695,1770,20241022,2024-10
4,4,0,OLD,20185249,더러운 돈에 손대지 마라,2024-10-17,57487000,5.8,11562200,25.2,705310680,6362,1345,26.8,75252,626,1468,20241022,2024-10
5,5,0,OLD,20248492,와일드 로봇,2024-10-01,41221520,4.1,11136250,37.0,4968875280,4765,1274,36.5,545223,434,616,20241022,2024-10
6,6,0,OLD,20040734,노트북,2004-11-26,44506560,4.5,12888260,40.8,5846093050,4661,1352,40.9,774505,390,551,20241022,2024-10
7,7,0,NEW,20233057,아마존 활명수,2024-10-30,38862000,3.9,38862000,100.0,38862000,3814,3814,100.0,3814,11,13,20241022,2024-10
8,8,-1,OLD,20241497,스마일 2,2024-10-16,33071200,3.3,2365150,7.7,407890720,3434,327,10.5,41497,440,738,20241022,2024-10
9,9,0,OLD,20242794,임영웅│아임 히어로 더 스타디움,2024-08-28,78327000,7.9,31837000,68.5,9926099500,2491,1056,73.6,350215,51,104,20241022,2024-10
10,10,13,OLD,20224666,파일럿,2024-07-31,13987000,1.4,11703000,512.4,43152804201,2117,1801,569.9,4710803,14,17,20241022,2024-10
1,1,21,OLD,20240941,베놈: 라스트 댄스,2024-10-23,1249531090,62.3,1238923090,11679.1,1273453090,127645,127021,20355.9,129139,1656,7484,20241023,2024-10
2,2,-1,OLD,20227979,보통의 가족,2024-10-16,189530560,9.5,-81177650,-30.0,3434564740,20635,-9151,-30.7,364657,810,2514,20241023,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,88783540,4.4,-12148760,-12.0,6368279350,9857,-948,-8.8,669108,579,1080,20241023,2024-10
4,4,-2,OLD,20239670,베테랑2,2024-09-13,46611500,2.3,-60138710,-56.3,71889053354,5010,-6123,-55.0,7466192,469,846,20241023,2024-10
5,5,35,OLD,20236228,오후 네시,2024-10-23,28090200,1.4,26650200,1850.7,31456200,3357,3197,1998.1,3731,230,321,20241023,2024-10
6,6,20,OLD,20244944,아이브 더 퍼스트 월드투어 인 시네마,2024-10-16,70978000,3.5,60513000,578.2,417994000,3086,2631,578.2,18406,61,86,20241023,2024-10
7,7,-3,OLD,20185249,더러운 돈에 손대지 마라,2024-10-17,25261900,1.3,-32225100,-56.1,730572580,2926,-3436,-54.0,78178,384,535,20241023,2024-10
8,8,-1,OLD,20233057,아마존 활명수,2024-10-30,26199000,1.3,-12663000,-32.6,65061000,2911,-903,-23.7,6725,14,14,20241023,2024-10
9,9,-4,OLD,20248492,와일드 로봇,2024-10-01,22911400,1.1,-18310120,-44.4,4991786680,2886,-1879,-39.4,548109,220,271,20241023,2024-10
10,10,-4,OLD,20040734,노트북,2004-11-26,21935420,1.1,-22571140,-50.7,5868028470,2310,-2351,-50.4,776815,184,214,20241023,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,770077710,51.5,-479453380,-38.4,2043530800,78281,-49364,-38.7,207420,1628,7141,20241024,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,161324100,10.8,-28206460,-14.9,3595888840,17785,-2850,-13.8,382442,811,2502,20241024,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,98028370,6.6,9244830,10.4,6466307720,10862,1005,10.2,679970,614,1141,20241024,2024-10
4,4,4,OLD,20233057,아마존 활명수,2024-10-30,47691000,3.2,21492000,82.0,112752000,5299,2388,82.0,12024,24,24,20241024,2024-10
5,5,-1,OLD,20239670,베테랑2,2024-09-13,45222500,3.0,-1389000,-3.0,71934275854,4701,-309,-6.2,7470893,491,867,20241024,2024-10
6,6,103,OLD,20239574,세상 참 예쁜 오드리,2024-10-24,28233800,1.9,28209800,117540.8,33360800,2966,2962,74050.0,3537,172,207,20241024,2024-10
7,7,-2,OLD,20236228,오후 네시,2024-10-23,25520600,1.7,-2569600,-9.1,56976800,2886,-471,-14.0,6617,218,297,20241024,2024-10
8,8,1,OLD,20248492,와일드 로봇,2024-10-01,22467100,1.5,-444300,-1.9,5014253780,2733,-153,-5.3,550842,210,266,20241024,2024-10
9,9,1,OLD,20040734,노트북,2004-11-26,23912620,1.6,1977200,9.0,5891941090,2484,174,7.5,779299,183,220,20241024,2024-10
10,10,2,OLD,20244513,룸 넥스트 도어,2024-10-23,14234600,1.0,-3231160,-18.5,39132360,1638,-314,-16.1,4236,142,366,20241024,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,1191856210,59.3,421778500,54.8,3235387010,117771,39490,50.4,325191,1663,7489,20241025,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,223280500,11.1,61956400,38.4,3819169340,23555,5770,32.4,405997,814,2591,20241025,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,137303560,6.8,39275190,40.1,6603611280,14627,3765,34.7,694597,641,1221,20241025,2024-10
4,4,4,OLD,20248492,와일드 로봇,2024-10-01,57322400,2.9,34855300,155.1,5071576180,7406,4673,171.0,558248,291,346,20241025,2024-10
5,5,0,OLD,20239670,베테랑2,2024-09-13,58240900,2.9,13018400,28.8,71992516754,6116,1415,30.1,7477009,503,914,20241025,2024-10
6,6,3,OLD,20040734,노트북,2004-11-26,32681700,1.6,8769080,36.7,5924622790,3263,779,31.4,782562,201,250,20241025,2024-10
7,7,4,OLD,20233217,더 킬러스,2024-10-23,14840600,0.7,5301300,55.6,46586000,2130,592,38.5,6807,108,205,20241025,2024-10
8,8,0,NEW,20245586,집이 없어 - 악연의 시작, ,1902000,0.1,1902000,100.0,1902000,1896,1896,100.0,1896,58,96,20241025,2024-10
9,9,3,OLD,20241497,스마일 2,2024-10-16,18566000,0.9,4198200,29.2,449911770,1894,386,25.6,45794,168,189,20241025,2024-10
10,10,6,OLD,20185249,더러운 돈에 손대지 마라,2024-10-17,15900000,0.8,5549500,53.6,756823080,1880,685,57.3,81253,285,365,20241025,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,2503041938,62.8,1311185728,110.0,5738428948,248153,130382,110.7,573344,1663,8027,20241026,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,404739650,10.2,181459150,81.3,4223908990,42240,18685,79.3,448237,818,2717,20241026,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,228931700,5.7,91628140,66.7,6832542980,24041,9414,64.4,718638,713,1403,20241026,2024-10
4,4,0,OLD,20248492,와일드 로봇,2024-10-01,158138540,4.0,100816140,175.9,5229714720,17222,9816,132.5,575470,609,1068,20241026,2024-10
5,5,0,OLD,20239670,베테랑2,2024-09-13,97705000,2.5,39464100,67.8,72090221754,9572,3456,56.5,7486581,507,839,20241026,2024-10
6,6,0,OLD,20040734,노트북,2004-11-26,65481600,1.6,32799900,100.4,5990104390,6426,3163,96.9,788988,220,305,20241026,2024-10
7,7,4,OLD,20244587,리틀 엠마,2024-10-25,32560000,0.8,21652600,198.5,44349400,4204,2413,134.7,6121,200,339,20241026,2024-10
8,8,6,OLD,20248129,엘리자벳: 더 뮤지컬 라이브,2024-10-16,67547000,1.7,32257400,91.4,676884700,2736,1304,91.1,27639,108,156,20241026,2024-10
9,9,16,OLD,20244945,마이펫의 컴백홈 어드벤처 ,2024-10-23,20639100,0.5,16166000,361.4,33532200,2689,2053,322.8,4342,153,286,20241026,2024-10
10,10,-1,OLD,20241497,스마일 2,2024-10-16,24668800,0.6,6102800,32.9,474580570,2435,541,28.6,48229,179,200,20241026,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,2175701430,59.0,-327340508,-13.1,7914130378,218530,-29623,-11.9,791874,1663,7813,20241027,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,384140850,10.4,-20598800,-5.1,4608049840,40403,-1837,-4.3,488640,798,2606,20241027,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,216523300,5.9,-12408400,-5.4,7049066280,22588,-1453,-6.0,741226,700,1373,20241027,2024-10
4,4,0,OLD,20248492,와일드 로봇,2024-10-01,190864150,5.2,32725610,20.7,5420578870,20914,3692,21.4,596384,622,1102,20241027,2024-10
5,5,0,OLD,20239670,베테랑2,2024-09-13,168874510,4.6,71169510,72.8,72259096264,14930,5358,56.0,7501511,521,839,20241027,2024-10
6,6,0,OLD,20040734,노트북,2004-11-26,72830500,2.0,7348900,11.2,6062934890,7319,893,13.9,796307,227,306,20241027,2024-10
7,7,0,OLD,20244587,리틀 엠마,2024-10-25,35877000,1.0,3317000,10.2,80226400,4510,306,7.3,10631,212,349,20241027,2024-10
8,8,1,OLD,20244945,마이펫의 컴백홈 어드벤처 ,2024-10-23,26070250,0.7,5431150,26.3,59602450,3405,716,26.6,7747,161,303,20241027,2024-10
9,9,4,OLD,20242495,브레드이발소: 빵스타의 탄생,2024-09-14,21106900,0.6,5354900,34.0,2261179500,2863,736,34.6,262251,50,52,20241027,2024-10
10,10,-2,OLD,20248129,엘리자벳: 더 뮤지컬 라이브,2024-10-16,69542100,1.9,1995100,3.0,746426800,2808,72,2.6,30447,114,159,20241027,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,529995740,50.2,-1645705690,-75.6,8444126118,54394,-164136,-75.1,846268,1538,6442,20241028,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,128556510,12.2,-255584340,-66.5,4736606350,14866,-25537,-63.2,503506,734,2326,20241028,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,80446800,7.6,-136076500,-62.8,7129513080,9685,-12903,-57.1,750911,624,1279,20241028,2024-10
4,4,0,NEW,20233057,아마존 활명수,2024-10-30,68644000,6.5,68644000,100.0,181396000,6516,6516,100.0,18540,28,28,20241028,2024-10
5,5,0,OLD,20239670,베테랑2,2024-09-13,34825800,3.3,-134048710,-79.4,72293922064,3986,-10944,-73.3,7505497,471,793,20241028,2024-10
6,6,0,OLD,20040734,노트북,2004-11-26,20696500,2.0,-52134000,-71.6,6083631390,2492,-4827,-66.0,798799,214,286,20241028,2024-10
7,7,-3,OLD,20248492,와일드 로봇,2024-10-01,20915100,2.0,-169949050,-89.0,5441493970,2423,-18491,-88.4,598807,240,297,20241028,2024-10
8,8,4,OLD,20236228,오후 네시,2024-10-23,15240400,1.4,-5912600,-28.0,125948500,1830,-501,-21.5,14342,210,263,20241028,2024-10
9,9,2,OLD,20244513,룸 넥스트 도어,2024-10-23,13018900,1.2,-9470120,-42.1,112909720,1484,-924,-38.4,12167,143,324,20241028,2024-10
10,10,0,NEW,20233261,청설,2024-11-06,12930000,1.2,12930000,100.0,12930000,1182,1182,100.0,1182,4,6,20241028,2024-10
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,475781860,46.7,-54213880,-10.2,8919907978,49388,-5006,-9.2,895656,1544,6310,20241029,2024-10
2,2,0,OLD,20227979,보통의 가족,2024-10-16,132420010,13.0,3863500,3.0,4869026360,15774,908,6.1,519280,783,2378,20241029,2024-10
3,3,0,OLD,20232949,대도시의 사랑법,2024-10-01,84946350,8.3,4499550,5.6,7214459430,10339,654,6.8,761250,643,1315,20241029,2024-10
4,4,4,OLD,20236228,오후 네시,2024-10-23,36730700,3.6,21490300,141.0,162679200,4523,2693,147.2,18865,249,323,20241029,2024-10
5,5,0,OLD,20239670,베테랑2,2024-09-13,37988100,3.7,3162300,9.1,72331910164,4404,418,10.5,7509901,494,848,20241029,2024-10
6,6,0,OLD,20040734,노트북,2004-11-26,22220800,2.2,1524300,7.4,6105852190,2731,239,9.6,801530,230,303,20241029,2024-10
7,7,0,OLD,20248492,와일드 로봇,2024-10-01,23210600,2.3,2295500,11.0,5464704570,2713,290,12.0,601520,244,292,20241029,2024-10
8,8,22,OLD,20243696,연소일기,2024-11-13,14373000,1.4,12150000,546.6,18405000,1597,1350,546.6,2045,8,8,20241029,2024-10
9,9,0,OLD,20244513,룸 넥스트 도어,2024-10-23,13408600,1.3,389700,3.0,126318320,1542,58,3.9,13709,143,328,20241029,2024-10
10,10,1,OLD,20241497,스마일 2,2024-10-16,11467200,1.1,1110000,10.7,516010570,1274,126,11.0,52585,177,190,20241029,2024-10
1,1,0,NEW,20233057,아마존 활명수,2024-10-30,678028690,35.1,678028690,100.0,859424690,88302,88302,100.0,106842,1479,6095,20241030,2024-10
2,2,-1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,526592750,27.2,50810890,10.7,9446500728,64910,15522,31.4,960566,1181,4230,20241030,2024-10
3,3,-1,OLD,20227979,보통의 가족,2024-10-16,119786900,6.2,-12633110,-9.5,4988813260,15612,-162,-1.0,534892,644,1493,20241030,2024-10
4,4,42,OLD,20190280,날씨의 아이,2019-10-30,118197300,6.1,117059300,10286.4,6491315372,14647,14522,11617.6,785118,379,575,20241030,2024-10
5,5,-2,OLD,20232949,대도시의 사랑법,2024-10-01,84683200,4.4,-263150,-0.3,7299142630,11202,863,8.3,772452,523,887,20241030,2024-10
6,6,0,NEW,20242375,롱레그스,2024-10-30,53472200,2.8,53472200,100.0,59322200,7433,7433,100.0,8253,224,425,20241030,2024-10
7,7,1,OLD,20243696,연소일기,2024-11-13,38259000,2.0,23886000,166.2,56664000,4251,2654,166.2,6296,21,21,20241030,2024-10
8,8,-1,OLD,20248492,와일드 로봇,2024-10-01,20051560,1.0,-3159040,-13.6,5484756130,2647,-66,-2.4,604167,162,180,20241030,2024-10
9,9,0,OLD,20244513,룸 넥스트 도어,2024-10-23,19470440,1.0,6061840,45.2,145788760,2341,799,51.8,16050,102,152,20241030,2024-10
10,10,0,NEW,20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,19328030,1.0,19328030,100.0,7530018637,2260,2260,100.0,733903,63,67,20241030,2024-10
1,1,0,OLD,20233057,아마존 활명수,2024-10-30,404977860,29.7,-273050830,-40.3,1264402550,49349,-38953,-44.1,156191,1411,5717,20241031,2024-10
2,2,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,401161660,29.4,-125431090,-23.8,9847662388,44845,-20065,-30.9,1005411,1168,4123,20241031,2024-10
3,3,0,OLD,20227979,보통의 가족,2024-10-16,109392760,8.0,-10394140,-8.7,5098206020,13247,-2365,-15.1,548139,668,1574,20241031,2024-10
4,4,1,OLD,20232949,대도시의 사랑법,2024-10-01,86395920,6.3,1712720,2.0,7385538550,10654,-548,-4.9,783106,560,962,20241031,2024-10
5,5,-1,OLD,20190280,날씨의 아이,2019-10-30,58207320,4.3,-59989980,-50.8,6549522692,7087,-7560,-51.6,792205,383,546,20241031,2024-10
6,6,0,OLD,20242375,롱레그스,2024-10-30,35478100,2.6,-17994100,-33.7,94800300,4857,-2576,-34.7,13110,229,421,20241031,2024-10
7,7,10,OLD,20236319,하와이 연가,2024-10-30,21934500,1.6,11548000,111.2,36421000,2444,1446,144.9,3852,52,64,20241031,2024-10
8,8,0,OLD,20248492,와일드 로봇,2024-10-01,17905540,1.3,-2146020,-10.7,5502661670,2281,-366,-13.8,606448,179,196,20241031,2024-10
9,9,2,OLD,20239670,베테랑2,2024-09-13,17738500,1.3,-410550,-2.3,72367797714,2040,-215,-9.5,7514196,254,330,20241031,2024-10
10,10,2,OLD,20040734,노트북,2004-11-26,16803400,1.2,72500,0.4,6139386490,2039,-199,-8.9,805807,125,159,20241031,2024-10
1,1,1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,607820370,35.5,206658710,51.5,10455482758,60657,15812,35.3,1066068,1198,4460,20241101,2024-11
2,2,-1,OLD,20233057,아마존 활명수,2024-10-30,473317230,27.7,68339370,16.9,1737719780,50834,1485,3.0,207025,1411,5767,20241101,2024-11
3,3,0,OLD,20227979,보통의 가족,2024-10-16,119862210,7.0,10469450,9.6,5218068230,12879,-368,-2.8,561018,661,1508,20241101,2024-11
4,4,0,OLD,20232949,대도시의 사랑법,2024-10-01,94225050,5.5,7829130,9.1,7479763600,9905,-749,-7.0,793011,550,957,20241101,2024-11
5,5,0,OLD,20190280,날씨의 아이,2019-10-30,79942400,4.7,21735080,37.3,6629465092,8067,980,13.8,800272,383,560,20241101,2024-11
6,6,0,NEW,20245399,4분 44초,2024-11-01,26246000,1.5,26246000,100.0,26246000,6562,6562,100.0,6562,185,480,20241101,2024-11
7,7,-1,OLD,20242375,롱레그스,2024-10-30,41109800,2.4,5631700,15.9,135910100,4404,-453,-9.3,17514,238,438,20241101,2024-11
8,8,0,OLD,20248492,와일드 로봇,2024-10-01,21044760,1.2,3139220,17.5,5523706430,2521,240,10.5,608969,165,192,20241101,2024-11
9,9,1,OLD,20040734,노트북,2004-11-26,24576400,1.4,7773000,46.3,6163962890,2415,376,18.4,808222,131,171,20241101,2024-11
10,10,2,OLD,20236228,오후 네시,2024-10-23,16759600,1.0,6044100,56.4,204116200,2057,738,56.0,23956,110,124,20241101,2024-11
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,1346026550,38.1,738206180,121.5,11801509308,134872,74215,122.4,1200940,1326,5207,20241102,2024-11
2,2,0,OLD,20233057,아마존 활명수,2024-10-30,859075120,24.3,385757890,81.5,2596794900,90599,39765,78.2,297624,1375,5941,20241102,2024-11
3,3,0,OLD,20227979,보통의 가족,2024-10-16,186507010,5.3,66644800,55.6,5404575240,19840,6961,54.0,580858,638,1354,20241102,2024-11
4,4,0,OLD,20232949,대도시의 사랑법,2024-10-01,152045700,4.3,57820650,61.4,7631809300,15691,5786,58.4,808702,548,975,20241102,2024-11
5,5,0,OLD,20190280,날씨의 아이,2019-10-30,148306800,4.2,68364400,85.5,6777771892,14919,6852,84.9,815191,407,612,20241102,2024-11
6,6,2,OLD,20248492,와일드 로봇,2024-10-01,102093545,2.9,81048785,385.1,5625799975,11153,8632,342.4,620122,415,640,20241102,2024-11
7,7,-1,OLD,20245399,4분 44초,2024-11-01,38520000,1.1,12274000,46.8,64766000,9630,3068,46.8,16192,213,458,20241102,2024-11
8,8,-1,OLD,20242375,롱레그스,2024-10-30,64649200,1.8,23539400,57.3,200559300,6399,1995,45.3,23913,276,483,20241102,2024-11
9,9,0,OLD,20040734,노트북,2004-11-26,38952550,1.1,14376150,58.5,6202915440,3864,1449,60.0,812086,146,182,20241102,2024-11
10,10,10,OLD,20244257,호두까기 인형과 마술피리,2024-10-30,32963900,0.9,27526750,506.3,46799950,3802,3154,486.7,5494,251,285,20241102,2024-11
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,1098525970,37.6,-247500580,-18.4,12900035278,110446,-24426,-18.1,1311386,1326,5148,20241103,2024-11
2,2,0,OLD,20233057,아마존 활명수,2024-10-30,670356270,22.9,-188718850,-22.0,3267151170,71016,-19583,-21.6,368640,1338,5517,20241103,2024-11
3,3,0,OLD,20227979,보통의 가족,2024-10-16,158733540,5.4,-27773470,-14.9,5563308780,16738,-3102,-15.6,597596,631,1309,20241103,2024-11
4,4,0,OLD,20232949,대도시의 사랑법,2024-10-01,143524800,4.9,-8520900,-5.6,7775334100,14783,-908,-5.8,823485,551,988,20241103,2024-11
5,5,0,OLD,20190280,날씨의 아이,2019-10-30,142222100,4.9,-6084700,-4.1,6919993992,14362,-557,-3.7,829553,404,619,20241103,2024-11
6,6,0,OLD,20248492,와일드 로봇,2024-10-01,119447560,4.1,17354015,17.0,5745247535,12579,1426,12.8,632701,424,654,20241103,2024-11
7,7,0,OLD,20245399,4분 44초,2024-11-01,40284000,1.4,1764000,4.6,105050000,10071,441,4.6,26263,210,439,20241103,2024-11
8,8,0,OLD,20242375,롱레그스,2024-10-30,54162100,1.9,-10487100,-16.2,254721400,5301,-1098,-17.2,29214,257,457,20241103,2024-11
9,9,0,OLD,20040734,노트북,2004-11-26,41486900,1.4,2534350,6.5,6244402340,4094,230,6.0,816180,145,180,20241103,2024-11
10,10,0,OLD,20244257,호두까기 인형과 마술피리,2024-10-30,34423900,1.2,1460000,4.4,81223850,4028,226,5.9,9522,258,288,20241103,2024-11
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,279105430,34.4,-819420540,-74.6,13179140708,29194,-81252,-73.6,1340580,1139,4078,20241104,2024-11
2,2,0,OLD,20233057,아마존 활명수,2024-10-30,212609070,26.2,-457747200,-68.3,3479760240,23885,-47131,-66.4,392525,1180,4145,20241104,2024-11
3,3,0,OLD,20227979,보통의 가족,2024-10-16,59123070,7.3,-99610470,-62.8,5622431850,6549,-10189,-60.9,604145,586,1227,20241104,2024-11
4,4,0,OLD,20232949,대도시의 사랑법,2024-10-01,52987700,6.5,-90537100,-63.1,7828321800,5676,-9107,-61.6,829161,497,911,20241104,2024-11
5,5,0,OLD,20190280,날씨의 아이,2019-10-30,31511000,3.9,-110711100,-77.8,6951504992,3224,-11138,-77.6,832777,348,485,20241104,2024-11
6,6,1,OLD,20245399,4분 44초,2024-11-01,9400000,1.2,-30884000,-76.7,114450000,2352,-7719,-76.6,28615,188,355,20241104,2024-11
7,7,1,OLD,20242375,롱레그스,2024-10-30,16096200,2.0,-38065900,-70.3,270817600,1712,-3589,-67.7,30926,210,361,20241104,2024-11
8,8,4,OLD,20244587,리틀 엠마,2024-10-25,6370500,0.8,-18240100,-74.1,151284900,1208,-2197,-64.5,21245,56,62,20241104,2024-11
9,9,0,OLD,20040734,노트북,2004-11-26,11780000,1.5,-29706900,-71.6,6256182340,1204,-2890,-70.6,817384,125,159,20241104,2024-11
10,10,5,OLD,20244513,룸 넥스트 도어,2024-10-23,10188530,1.3,-7980770,-43.9,219812150,1158,-757,-39.5,24033,102,151,20241104,2024-11
1,1,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,246045440,28.8,-33059990,-11.8,13425186148,25560,-3634,-12.4,1366140,1161,3961,20241105,2024-11
2,2,0,OLD,20233057,아마존 활명수,2024-10-30,211425350,24.8,-1183720,-0.6,3691185590,23899,14,0.1,416424,1201,4038,20241105,2024-11
3,3,0,OLD,20227979,보통의 가족,2024-10-16,69760600,8.2,10637530,18.0,5692192450,7777,1228,18.8,611922,593,1225,20241105,2024-11
4,4,0,OLD,20232949,대도시의 사랑법,2024-10-01,54250200,6.4,1262500,2.4,7882572000,5803,127,2.2,834964,511,907,20241105,2024-11
5,5,0,OLD,20190280,날씨의 아이,2019-10-30,31175100,3.7,-335900,-1.1,6982680092,3165,-59,-1.8,835942,339,491,20241105,2024-11
6,6,0,NEW,20233261,청설,2024-11-06,29583000,3.5,29583000,100.0,107760000,3035,3035,100.0,9613,11,11,20241105,2024-11
7,7,0,OLD,20242375,롱레그스,2024-10-30,23831500,2.8,7735300,48.1,294649100,2800,1088,63.6,33726,224,389,20241105,2024-11
8,8,-2,OLD,20245399,4분 44초,2024-11-01,7344000,0.9,-2056000,-21.9,121794000,1840,-512,-21.8,30455,172,319,20241105,2024-11
9,9,0,OLD,20040734,노트북,2004-11-26,12264600,1.4,484600,4.1,6268446940,1268,64,5.3,818652,125,169,20241105,2024-11
10,10,0,NEW,20242248,글래디에이터 Ⅱ,2024-11-13,21216000,2.5,21216000,100.0,23327000,1248,1248,100.0,1471,1,2,20241105,2024-11
1,1,5,OLD,20233261,청설,2024-11-06,339418710,28.3,309835710,1047.3,447178710,37142,34107,1123.8,46755,1046,3976,20241106,2024-11
2,2,-1,OLD,20240941,베놈: 라스트 댄스,2024-10-23,239570240,20.0,-6475200,-2.6,13664756388,25109,-451,-1.8,1391249,930,3034,20241106,2024-11
3,3,-1,OLD,20233057,아마존 활명수,2024-10-30,149182720,12.4,-62242630,-29.4,3840368310,16793,-7106,-29.7,433217,791,2223,20241106,2024-11
4,4,0,NEW,20245078,레드 원,2024-11-06,86049360,7.2,86049360,100.0,88272360,8687,8687,100.0,8934,574,1168,20241106,2024-11
5,5,0,NEW,20245121,데드라인,2024-11-06,36941700,3.1,36941700,100.0,45437700,5755,5755,100.0,6765,184,365,20241106,2024-11
6,6,-3,OLD,20227979,보통의 가족,2024-10-16,40361900,3.4,-29398700,-42.1,5732554350,4513,-3264,-42.0,616435,431,610,20241106,2024-11
7,7,-3,OLD,20232949,대도시의 사랑법,2024-10-01,36773800,3.1,-17476400,-32.2,7919345800,3868,-1935,-33.3,838832,374,562,20241106,2024-11
8,8,0,NEW,20244912,아노라,2024-11-06,34962400,2.9,34962400,100.0,73390900,3710,3710,100.0,6493,311,492,20241106,2024-11
9,9,42,OLD,20247574,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,28112700,2.3,27374700,3709.3,39208400,3002,2920,3561.0,4280,203,410,20241106,2024-11
10,10,-5,OLD,20190280,날씨의 아이,2019-10-30,19387400,1.6,-11787700,-37.8,7002067492,2010,-1155,-36.5,837952,216,262,20241106,2024-11
1,1,0,OLD,20233261,청설,2024-11-06,219307390,23.2,-120111320,-35.4,666486100,24273,-12869,-34.6,71028,1013,3656,20241107,2024-11
2,2,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,202489500,21.4,-37080740,-15.5,13867245888,21445,-3664,-14.6,1412694,921,2974,20241107,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,125689500,13.3,-23493220,-15.7,3966057810,14476,-2317,-13.8,447693,764,2079,20241107,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,56281920,6.0,-29767440,-34.6,144554280,5812,-2875,-33.1,14746,539,1044,20241107,2024-11
5,5,1,OLD,20227979,보통의 가족,2024-10-16,38012760,4.0,-2349140,-5.8,5770567110,4238,-275,-6.1,620673,408,577,20241107,2024-11
6,6,-1,OLD,20245121,데드라인,2024-11-06,25168000,2.7,-11773700,-31.9,70605700,4167,-1588,-27.6,10932,171,321,20241107,2024-11
7,7,0,OLD,20232949,대도시의 사랑법,2024-10-01,29839950,3.2,-6933850,-18.9,7949185750,3180,-688,-17.8,842012,372,540,20241107,2024-11
8,8,107,OLD,20234114,괴물,2023-11-29,30953700,3.3,30904700,63070.8,5335316587,3112,3107,62140.0,541745,67,98,20241107,2024-11
9,9,-1,OLD,20244912,아노라,2024-11-06,21337700,2.3,-13624700,-39.0,94728600,2303,-1407,-37.9,8796,298,457,20241107,2024-11
10,10,-1,OLD,20247574,아메바 소녀들과 학교괴담: 개교기념일,2024-11-06,14052600,1.5,-14060100,-50.0,53261000,1653,-1349,-44.9,5933,190,350,20241107,2024-11
1,1,0,OLD,20233261,청설,2024-11-06,316703540,25.2,97396150,44.4,983189640,33540,9267,38.2,104568,1034,3977,20241108,2024-11
2,2,0,OLD,20240941,베놈: 라스트 댄스,2024-10-23,320030030,25.5,117540530,58.0,14187275918,32646,11201,52.2,1445340,1030,3444,20241108,2024-11
3,3,0,OLD,20233057,아마존 활명수,2024-10-30,177442950,14.1,51753450,41.2,4143500760,19560,5084,35.1,467253,780,2227,20241108,2024-11
4,4,0,OLD,20245078,레드 원,2024-11-06,68804240,5.5,12522320,22.2,213358520,6780,968,16.7,21526,584,1096,20241108,2024-11
5,5,1,OLD,20245121,데드라인,2024-11-06,35422700,2.8,10254700,40.7,106028400,5858,1691,40.6,16790,182,354,20241108,2024-11
